Name,Type,Province,District,Review_Author,Rating,User_Review,Photo_URL,Place_ID
Cantaloupe Aqua Unawatuna,Hotel,Southern,Galle,Chalani Perera,1,"We were visiting down south and wanted to find a beautiful, clean place to relax. While searching on Agoda, we came across The Levels Unawatuna — it looked stunning in the photos and was close to Jungle Beach, so we decided to book a suite.

However, when we arrived, we were really disappointed. The hotel looked nothing like the pictures — it seemed poorly maintained and almost abandoned. When we checked into our suite, the room was unclean, and we had to ask several staff members to clean it. The furniture was old and worn out (understandable to some extent since it’s by the sea, but still not acceptable for the price we paid), and the washroom had visible stains.

After checking in, we went out to visit Galle Fort and returned around 9.30 p.m. to find that the AC wasn’t working. There was no one to contact except the security guard, who tried to get help. They couldn’t fix it, so around 11 p.m., we were moved to a smaller deluxe room, which was definitely not equivalent to the suite we had paid for.

The next morning, while at the dining area, the manager was there but didn’t even bother to acknowledge or apologize for what happened. When we checked out, the receptionist also didn’t mention anything, so we had to ask to speak to the manager ourselves. When she finally came, she was quite arrogant and dismissive, saying she couldn’t do anything since we had booked through Agoda.

Overall, it was a terrible experience and a complete waste of money. The hotel looks nothing like what’s shown online, and the management has no sense of responsibility or customer care. Would not recommend this place to anyone.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTfOVo5gsB9P5184PIkbJgUb2z6misH4mOH3oDZzzPM7jqIr3ahGiYA_UtfZ2OKXn691Ryed7SC9omwTFNaq7Xy6z1HESZeJUJ35Fgj8rJ318XPkTim31crM8XdgA6eiVgqldiq03Ec-2JTCG6yNxQL8F_Oc4Lp8JF2g0RGEoFYqEdfJIiRCd9U-vIIGhkDRuzgsz1e4HcFHNIiKoUBpDI3yrH_AXU7c-9j5daaJ_E59g4b7LXSBe2st7-Y1yvk9Ke4RSDFMXZPEkLl-skTL45QKCInPbc53G7caXd4YEWTGxSjbQ&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJPyNsfPly4ToRWeR5ecV2wLo
Cantaloupe Aqua Unawatuna,Hotel,Southern,Galle,sylvester menon,1,"A Truly Disappointing Stay: Mismanagement and Misleading Conduct

Our experience at this hotel was ruined by an unprofessional and dishonest manager who showed no understanding of basic hospitality or accountability.

We had booked two suites, but upon arrival and going to the room, we discovered that one suite’s AC was not working. Instead of offering an apology or proper solution, we were downgraded to a smaller “superior” room without any discussion. Shockingly, at checkout the manager claimed the suite’s AC had been fixed just 30 minutes after we checked in — something she never bothered to inform us during our stay. Instead, she blamed us for her losing a booking on the room she had given us.

At checkout, things got worse. The manager refused to disclose the actual room rate and insisted the price difference between a suite and a superior room was only LKR 2,000 — when it was actually over LKR 12,000. Only after 25 minutes of insistence did she reluctantly issue a bill, still charging us for the suite.

Her tone throughout was rude and defensive. She even had the audacity to say they “lost out” on another booking because they had to give us a smaller room — as though this was our fault. She further justified not informing us about the repaired AC by saying she “thought we were comfortable” — with our 3-year-old — in the much smaller room. How she became a manager of this so-called 4-star hotel is beyond me.

There was zero apology, zero accountability, and a complete disregard for guest experience. The property may have nice views, but poor maintenance and worse management make it far from a true 4-star experience.

The owners seriously need to review how this place is being run.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTfOVo5gsB9P5184PIkbJgUb2z6misH4mOH3oDZzzPM7jqIr3ahGiYA_UtfZ2OKXn691Ryed7SC9omwTFNaq7Xy6z1HESZeJUJ35Fgj8rJ318XPkTim31crM8XdgA6eiVgqldiq03Ec-2JTCG6yNxQL8F_Oc4Lp8JF2g0RGEoFYqEdfJIiRCd9U-vIIGhkDRuzgsz1e4HcFHNIiKoUBpDI3yrH_AXU7c-9j5daaJ_E59g4b7LXSBe2st7-Y1yvk9Ke4RSDFMXZPEkLl-skTL45QKCInPbc53G7caXd4YEWTGxSjbQ&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJPyNsfPly4ToRWeR5ecV2wLo
Cantaloupe Aqua Unawatuna,Hotel,Southern,Galle,Manoj Kumar,4,"We had a wonderful stay at Levels, Unawatuna. The room was clean and comfortable, the ambience was peaceful, and the food was excellent. The pool was a highlight, and all the staff were very courteous. Highly recommended for a relaxing getaway",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTfOVo5gsB9P5184PIkbJgUb2z6misH4mOH3oDZzzPM7jqIr3ahGiYA_UtfZ2OKXn691Ryed7SC9omwTFNaq7Xy6z1HESZeJUJ35Fgj8rJ318XPkTim31crM8XdgA6eiVgqldiq03Ec-2JTCG6yNxQL8F_Oc4Lp8JF2g0RGEoFYqEdfJIiRCd9U-vIIGhkDRuzgsz1e4HcFHNIiKoUBpDI3yrH_AXU7c-9j5daaJ_E59g4b7LXSBe2st7-Y1yvk9Ke4RSDFMXZPEkLl-skTL45QKCInPbc53G7caXd4YEWTGxSjbQ&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJPyNsfPly4ToRWeR5ecV2wLo
Cantaloupe Aqua Unawatuna,Hotel,Southern,Galle,Shareez Johar,1,"A Truly Disappointing Stay: Mismanagement and Misleading Information

★☆☆☆☆ (1/5 Star Rating)

I am writing this review with deep disappointment after a horrible experience at this hotel, which fell drastically short of basic standards of service and honesty.

Our stay was plagued with issues from the moment we arrived:

1. Broken AC and Unjustified Downgrade:
We had booked two suites for our group. Upon check-in, we were informed that the AC in one suite was not working. Instead of offering a solution or an apology, we were simply downgraded to a ""Superior"" room without any prior discussion.

2. Deceptive and Insulting Billing:
At checkout, the real frustration began. When we questioned why we were being charged the full suite rate for a downgraded room, the manager initially claimed the rates were the same. Only after persistent questioning did they offer a negligible reduction of LKR 2,000.

This is where the dishonesty became clear. The manager insisted the price difference between a suite and a superior room was only LKR 2,000. However, a quick online check (which we did on the spot) showed the actual difference to be over LKR 12,000. Attempting to undercompensate us by LKR 10,000 is not an oversight; it's a deliberate and unethical practice.

3. Complete Communication Failure:
The manager then defensively informed us that the original suite had been repaired and was ""ready,"" implying it was available to us all along. This was news to us! At no point during our stay were we notified that our original, paid-for room was available. How were we supposed to know? It is the hotel's responsibility to proactively communicate with their guests, not to point out solutions after the fact.

4. Poor Room Condition:
The room we did stay in was subpar. The bathtub was rusted and leaking, making it unusable. Furthermore, the air conditioning had to be switched on long before the room became bearable, as it felt like a sauna upon entry. A simple pre-check to cool the room would have been a basic courtesy.

Final Thoughts:
The combination of a broken booking, a deceptive billing attempt, a complete lack of proactive communication, and poor room maintenance made for an awful experience. The most frustrating part was the manager's attitude, which was dismissive and defensive, refusing to acknowledge any wrongdoing.

We feel cheated and misled. I would strongly advise others to double-check all bills and confirm their room assignments in writing, as this hotel cannot be trusted to handle issues with integrity.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTfOVo5gsB9P5184PIkbJgUb2z6misH4mOH3oDZzzPM7jqIr3ahGiYA_UtfZ2OKXn691Ryed7SC9omwTFNaq7Xy6z1HESZeJUJ35Fgj8rJ318XPkTim31crM8XdgA6eiVgqldiq03Ec-2JTCG6yNxQL8F_Oc4Lp8JF2g0RGEoFYqEdfJIiRCd9U-vIIGhkDRuzgsz1e4HcFHNIiKoUBpDI3yrH_AXU7c-9j5daaJ_E59g4b7LXSBe2st7-Y1yvk9Ke4RSDFMXZPEkLl-skTL45QKCInPbc53G7caXd4YEWTGxSjbQ&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJPyNsfPly4ToRWeR5ecV2wLo
Cantaloupe Aqua Unawatuna,Hotel,Southern,Galle,superserv ctckotahena,5,"We visited this lovely place on 10 August with my wife’s classmates — around 16 members — to spend the day. We had a fantastic time with the wonderful team at Levels Hotel, and this is what true hospitality looks like.

The secret is great leadership — from the manager to the lifeguard, everyone was professional and provided excellent service, even for our small requests. Special appreciation goes to the front office staff, Oshini and her assistant, for their warm and friendly assistance.

This place feels like a small palace situated on the beautiful Rumassala Mountain. The prices are very reasonable, and the food is absolutely mouth-watering.

We will definitely be coming back very soon!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fTfOVo5gsB9P5184PIkbJgUb2z6misH4mOH3oDZzzPM7jqIr3ahGiYA_UtfZ2OKXn691Ryed7SC9omwTFNaq7Xy6z1HESZeJUJ35Fgj8rJ318XPkTim31crM8XdgA6eiVgqldiq03Ec-2JTCG6yNxQL8F_Oc4Lp8JF2g0RGEoFYqEdfJIiRCd9U-vIIGhkDRuzgsz1e4HcFHNIiKoUBpDI3yrH_AXU7c-9j5daaJ_E59g4b7LXSBe2st7-Y1yvk9Ke4RSDFMXZPEkLl-skTL45QKCInPbc53G7caXd4YEWTGxSjbQ&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJPyNsfPly4ToRWeR5ecV2wLo
Thaproban Pavilion Resort Unawatuna,Hotel,Southern,Galle,Thilini Ekanayake,5,"Visited during September first week for 2 nights stay. We had a really good time there. Room interior was pretty and clean. Bathroom was spacious and clean. 2bpools were available for use. Bit questionable regarding the cleanliness as there were white floating particles towards the evening.
No direct access to the beach, but can see the ocean from the hotel.
Breakfast Buffet had a good spread. Dinner buffet didn't have much option,but was yum.
Used the spa and massages were good.
Hotel also has a game room with lots of options.
Beautiful sceneries to capture.
Really enjoyed the time there, will definitely revisit if we get the chance.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f0PbBs__4cCj1TIXOTe9NLa0qjx8PYEGULXBQI2HzBRo3HVOvd7EfWjCNNcExlWcqtR1YZ2NN7mq-0Dj8suR0LfvHlDCQ3CHbrwCF0EmWBelnbEZonuwbP4qJMhfOcpMCM-jh5acETztVgFgnh1d4fmglOvfTRYVuT633iRGYsQC_rHK70by-JsO0BijbxTcSJN5AmiOBMfOsyFSi-IVu4tCuP453Jnuj7DwZHxscqRlJEnMc0XdIxdwt1OhlA5bPgS7QriBhlIfsUP23O4Si6XOHqsiTlv6CTYZbw79fTWugQHMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJw04oV-Ry4ToRO7mfA8yDG88
Thaproban Pavilion Resort Unawatuna,Hotel,Southern,Galle,Becca Armendariz,5,"Such a beautiful relaxing spot! Sadly we only stayed one night but the room was beautiful, clean, and cool. The bed was extremely comfortable and the atmosphere was lovely and relaxing. Our room was a level up from the sports bar but we couldn’t hear a thing. We also had a beautiful patio to overlook the ocean. Breakfast was delicious and had everything we could want. We would definitely stay here again if we’re back in the area!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f0PbBs__4cCj1TIXOTe9NLa0qjx8PYEGULXBQI2HzBRo3HVOvd7EfWjCNNcExlWcqtR1YZ2NN7mq-0Dj8suR0LfvHlDCQ3CHbrwCF0EmWBelnbEZonuwbP4qJMhfOcpMCM-jh5acETztVgFgnh1d4fmglOvfTRYVuT633iRGYsQC_rHK70by-JsO0BijbxTcSJN5AmiOBMfOsyFSi-IVu4tCuP453Jnuj7DwZHxscqRlJEnMc0XdIxdwt1OhlA5bPgS7QriBhlIfsUP23O4Si6XOHqsiTlv6CTYZbw79fTWugQHMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJw04oV-Ry4ToRO7mfA8yDG88
Thaproban Pavilion Resort Unawatuna,Hotel,Southern,Galle,Natacia Oliver,5,"Beautifully situated hotel with all the essentials, two swimming pools, big restaurant with both indoor and outdoor seating, nightly BBQ by chef, the bar is tasteful and offered lots of different drinks which are delicious. The best part, the staff! We also loved sitting by the pool near the rocks listening and watching the waves crash. They truly go above and beyond to make you feel right at home. They even coordinated our safari and packed us a perfect and thoughtful breakfast. We treated ourselves to a traditional massage which was priced well and relaxing. Definitely recommend! We stayed four nights and would return again. The rooms are large but could use a little updating
Special Thanks to all the amazing staff for taking great care of us 🙏🏼",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f0PbBs__4cCj1TIXOTe9NLa0qjx8PYEGULXBQI2HzBRo3HVOvd7EfWjCNNcExlWcqtR1YZ2NN7mq-0Dj8suR0LfvHlDCQ3CHbrwCF0EmWBelnbEZonuwbP4qJMhfOcpMCM-jh5acETztVgFgnh1d4fmglOvfTRYVuT633iRGYsQC_rHK70by-JsO0BijbxTcSJN5AmiOBMfOsyFSi-IVu4tCuP453Jnuj7DwZHxscqRlJEnMc0XdIxdwt1OhlA5bPgS7QriBhlIfsUP23O4Si6XOHqsiTlv6CTYZbw79fTWugQHMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJw04oV-Ry4ToRO7mfA8yDG88
Thaproban Pavilion Resort Unawatuna,Hotel,Southern,Galle,Daniel Urbez,5,"Our stay at this hotel was simply unforgettable. From the very first moment, they made us feel at home with their warm and genuine hospitality.

We would especially like to mention Giant, the reception manager, who took care of us as if we were part of his family. His dedication and kindness truly made a difference in our experience. A big thank you also to the restaurant team, always attentive and smiling, and especially to Lajiru, who was absolutely outstanding in his service and friendliness.

The hotel itself is amazing: well-kept facilities, a relaxing atmosphere, and a level of service that goes far beyond expectations.

We highly recommend this place and hope to come back one day. Thank you for making our trip to Sri Lanka so special!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f0PbBs__4cCj1TIXOTe9NLa0qjx8PYEGULXBQI2HzBRo3HVOvd7EfWjCNNcExlWcqtR1YZ2NN7mq-0Dj8suR0LfvHlDCQ3CHbrwCF0EmWBelnbEZonuwbP4qJMhfOcpMCM-jh5acETztVgFgnh1d4fmglOvfTRYVuT633iRGYsQC_rHK70by-JsO0BijbxTcSJN5AmiOBMfOsyFSi-IVu4tCuP453Jnuj7DwZHxscqRlJEnMc0XdIxdwt1OhlA5bPgS7QriBhlIfsUP23O4Si6XOHqsiTlv6CTYZbw79fTWugQHMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJw04oV-Ry4ToRO7mfA8yDG88
Thaproban Pavilion Resort Unawatuna,Hotel,Southern,Galle,Laura Stocker,5,"Came here the second time for the massage! Very kind staff members and the massage was awesome. I feel very relaxed now and calm. You can also come here to take a swim for 3 hours/ 3.000 rupees, even if you are not a hotel guest. Very reasonable price for what you get. Towel is also included and the pool is huge. The view is stunning! Next to the ocean ! Very peaceful & lassanai (beautiful).
Will be back! Thanks so much for the welcome! 🌞",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2f0PbBs__4cCj1TIXOTe9NLa0qjx8PYEGULXBQI2HzBRo3HVOvd7EfWjCNNcExlWcqtR1YZ2NN7mq-0Dj8suR0LfvHlDCQ3CHbrwCF0EmWBelnbEZonuwbP4qJMhfOcpMCM-jh5acETztVgFgnh1d4fmglOvfTRYVuT633iRGYsQC_rHK70by-JsO0BijbxTcSJN5AmiOBMfOsyFSi-IVu4tCuP453Jnuj7DwZHxscqRlJEnMc0XdIxdwt1OhlA5bPgS7QriBhlIfsUP23O4Si6XOHqsiTlv6CTYZbw79fTWugQHMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJw04oV-Ry4ToRO7mfA8yDG88
Nooit Gedacht Heritage Hotel,Hotel,Southern,Galle,Melbin Francis,5,"The Food at the Hotel was exceptional!! Kudos to the chef!!

All our requests were honored. Be it International Cuisine or Local, it was prepared very well!

The area around the property is also beautiful! Options to to go treking available directly from the hotel.

Overall wonderful stay! If we are back in the South of Srilanka, this is where we will stay!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fNRiK-jLw3liYt62k84hu_NxjeCPyBU2e1rXSt6dAYZ9imHC_gtgi2J8wTzsneRXIsws3yT0fghUZtEna9jmABMDX_TVgbLM4Psw15wVqidjwm2Kj_1YkRLiK_xhedFLUL1GtJIFKnhDli9j3zOCvEJ-9o7ZlmbPgoQHbycQmbyRrS9RmG8vIt2Ig-0WuT1EBrw3tsOzCu-hKKaU3QPmCHWtiPn8WfuIHaCbk3b50hC6_yV_Lh1ySWKZhvf0ityUgYflGrm1_J0HneRZHw1G4b4xpO04glwd1Qsu25A8Dx6YPItGI&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJn2vWePFy4ToRB7fbwdcdfh4
Nooit Gedacht Heritage Hotel,Hotel,Southern,Galle,Bimsara Wickramarathne,5,"A really nice location with calm surrounding. Went there for a photography shoot. Location has good number of locations and the architecture is really nice and the atmosphere is great.
Staff was friendly and helpful.
Recommend this place",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fNRiK-jLw3liYt62k84hu_NxjeCPyBU2e1rXSt6dAYZ9imHC_gtgi2J8wTzsneRXIsws3yT0fghUZtEna9jmABMDX_TVgbLM4Psw15wVqidjwm2Kj_1YkRLiK_xhedFLUL1GtJIFKnhDli9j3zOCvEJ-9o7ZlmbPgoQHbycQmbyRrS9RmG8vIt2Ig-0WuT1EBrw3tsOzCu-hKKaU3QPmCHWtiPn8WfuIHaCbk3b50hC6_yV_Lh1ySWKZhvf0ityUgYflGrm1_J0HneRZHw1G4b4xpO04glwd1Qsu25A8Dx6YPItGI&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJn2vWePFy4ToRB7fbwdcdfh4
Nooit Gedacht Heritage Hotel,Hotel,Southern,Galle,sarith jayawardana,4,"Great quiet and tranquil location where you can unwind and relax. Old Dutch colo nail charm.
Great staff. Perfect place to have a quiet retreat.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fNRiK-jLw3liYt62k84hu_NxjeCPyBU2e1rXSt6dAYZ9imHC_gtgi2J8wTzsneRXIsws3yT0fghUZtEna9jmABMDX_TVgbLM4Psw15wVqidjwm2Kj_1YkRLiK_xhedFLUL1GtJIFKnhDli9j3zOCvEJ-9o7ZlmbPgoQHbycQmbyRrS9RmG8vIt2Ig-0WuT1EBrw3tsOzCu-hKKaU3QPmCHWtiPn8WfuIHaCbk3b50hC6_yV_Lh1ySWKZhvf0ityUgYflGrm1_J0HneRZHw1G4b4xpO04glwd1Qsu25A8Dx6YPItGI&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJn2vWePFy4ToRB7fbwdcdfh4
Nooit Gedacht Heritage Hotel,Hotel,Southern,Galle,Rutuj Bhayani,4,"The standard room was very clean however a little small in size. In comparison to the bathroom, which was pretty big. It’s a beautiful heritage resort with some vintage architecture. They don’t showcase it much, but there is a tiny trail leading to the forest as well, which is pretty interesting. We saw all kinds of birds during our stay there.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fNRiK-jLw3liYt62k84hu_NxjeCPyBU2e1rXSt6dAYZ9imHC_gtgi2J8wTzsneRXIsws3yT0fghUZtEna9jmABMDX_TVgbLM4Psw15wVqidjwm2Kj_1YkRLiK_xhedFLUL1GtJIFKnhDli9j3zOCvEJ-9o7ZlmbPgoQHbycQmbyRrS9RmG8vIt2Ig-0WuT1EBrw3tsOzCu-hKKaU3QPmCHWtiPn8WfuIHaCbk3b50hC6_yV_Lh1ySWKZhvf0ityUgYflGrm1_J0HneRZHw1G4b4xpO04glwd1Qsu25A8Dx6YPItGI&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJn2vWePFy4ToRB7fbwdcdfh4
Nooit Gedacht Heritage Hotel,Hotel,Southern,Galle,Sushobhit Malik,4,"It's a wonderful experience. The amenities are worth it. If you want to relax on your vacation, this is the perfect place. It's very close to Unawatuna Market and beach so you don't have to take a vehicle to travel for shopping or eating out.
The only area of improvement is service which can be slow sometimes.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fNRiK-jLw3liYt62k84hu_NxjeCPyBU2e1rXSt6dAYZ9imHC_gtgi2J8wTzsneRXIsws3yT0fghUZtEna9jmABMDX_TVgbLM4Psw15wVqidjwm2Kj_1YkRLiK_xhedFLUL1GtJIFKnhDli9j3zOCvEJ-9o7ZlmbPgoQHbycQmbyRrS9RmG8vIt2Ig-0WuT1EBrw3tsOzCu-hKKaU3QPmCHWtiPn8WfuIHaCbk3b50hC6_yV_Lh1ySWKZhvf0ityUgYflGrm1_J0HneRZHw1G4b4xpO04glwd1Qsu25A8Dx6YPItGI&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJn2vWePFy4ToRB7fbwdcdfh4
W15 Weligama Bay,Hotel,Southern,Matara,Imesh Abeywickrama,5,"Our stay at this incredible hotel was nothing short of enchanting. From the moment we arrived until the time we left, every detail was flawlessly orchestrated to create a truly magical experience.

A special mention must go to the ever-attentive Guest Relations Officer, Nishadi, who ensured we felt welcomed and cared for throughout our stay. Her thoughtful check-ins and warm hospitality made all the difference.

The cuisine was exquisite, the hospitality impeccable, and the rooms were elegant, comfortable, and immaculately maintained. Every facility reflected the highest standard of luxury, and the views were simply breathtaking.

This was my sixth visit, and each time feels just as special as the first. I’m already looking forward to my seventh.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fwRkwlaJFAYR0L7ziFXPXbYgBl0Rq7RWz1FtKjHmY4pcFYPcDhlx4Fe85fazZ8BknM-AaKI7KS58nQYyI8yxxy2_r3uBDUlqenlqOF3JMKmPUckeYRe3Q8GqYFYMG-VwlcNpUOd5EKUMSPPdGUG0soc62VBerhRVBIjr6SkSPZS-FyJP2i6wUqRr2utUNaPpTjtR5SDOpp9jei9mdwI7br2-qWPW6pYMb-i-QSOau38ZURauYwX3v-IjBz9C1N6YRDWjQAfzvY-9oMvws1jLlHNDRpHlYu0QkXlPYAZSwS1DMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJLTyVp9AV4ToRFS53LQSWvMY
W15 Weligama Bay,Hotel,Southern,Matara,thushan ranganath,5,"I had a wonderful experience staying a Aura beach club by w15  in Weligama. The property is beautiful, clean, and very well maintained. The atmosphere is calm and relaxing, making it a perfect place for a peaceful getaway. The hotel is  comfortable and the facilities are excellent .
A special mention to Mr. Anoj, the supervisor  of this hotel, who was extremely friendly, kind, and helpful throughout my stay. He made me feel very welcome and ensured everything was perfect. The entire staff was professional and always ready to assist with a smile.
I truly appreciate the warm hospitality and the high level of service provided. I would happily recommend Aura beach club by w15 Weligama to anyone looking for a memorable and relaxing experience. I look forward to visiting again.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fwRkwlaJFAYR0L7ziFXPXbYgBl0Rq7RWz1FtKjHmY4pcFYPcDhlx4Fe85fazZ8BknM-AaKI7KS58nQYyI8yxxy2_r3uBDUlqenlqOF3JMKmPUckeYRe3Q8GqYFYMG-VwlcNpUOd5EKUMSPPdGUG0soc62VBerhRVBIjr6SkSPZS-FyJP2i6wUqRr2utUNaPpTjtR5SDOpp9jei9mdwI7br2-qWPW6pYMb-i-QSOau38ZURauYwX3v-IjBz9C1N6YRDWjQAfzvY-9oMvws1jLlHNDRpHlYu0QkXlPYAZSwS1DMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJLTyVp9AV4ToRFS53LQSWvMY
W15 Weligama Bay,Hotel,Southern,Matara,Bishari Anjalika,5,"Thank you so much for such a memorable stay! From the front office staff, service staff to security, the entire staff was so friendly & very attentive to anything we asked for. They provided us with the best service for sure. The chefs are definitely an asset in this property because the food was just too good to put into words. Will definitely come back & highly recommend you to anyone. Thank you again for your friendly & kind service 🫶🏽",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fwRkwlaJFAYR0L7ziFXPXbYgBl0Rq7RWz1FtKjHmY4pcFYPcDhlx4Fe85fazZ8BknM-AaKI7KS58nQYyI8yxxy2_r3uBDUlqenlqOF3JMKmPUckeYRe3Q8GqYFYMG-VwlcNpUOd5EKUMSPPdGUG0soc62VBerhRVBIjr6SkSPZS-FyJP2i6wUqRr2utUNaPpTjtR5SDOpp9jei9mdwI7br2-qWPW6pYMb-i-QSOau38ZURauYwX3v-IjBz9C1N6YRDWjQAfzvY-9oMvws1jLlHNDRpHlYu0QkXlPYAZSwS1DMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJLTyVp9AV4ToRFS53LQSWvMY
W15 Weligama Bay,Hotel,Southern,Matara,Johan Sebastian Rodriguez,5,"Loved the place! The staff were super helpful with absolutely everything, the food was amazing from breakfast to dinner. Rented a board and they helped me and provided different options. Perfect if you are looking to spend some surfing time or family time. Definitely coming back!
Greetings from Spain and Colombia!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fwRkwlaJFAYR0L7ziFXPXbYgBl0Rq7RWz1FtKjHmY4pcFYPcDhlx4Fe85fazZ8BknM-AaKI7KS58nQYyI8yxxy2_r3uBDUlqenlqOF3JMKmPUckeYRe3Q8GqYFYMG-VwlcNpUOd5EKUMSPPdGUG0soc62VBerhRVBIjr6SkSPZS-FyJP2i6wUqRr2utUNaPpTjtR5SDOpp9jei9mdwI7br2-qWPW6pYMb-i-QSOau38ZURauYwX3v-IjBz9C1N6YRDWjQAfzvY-9oMvws1jLlHNDRpHlYu0QkXlPYAZSwS1DMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJLTyVp9AV4ToRFS53LQSWvMY
W15 Weligama Bay,Hotel,Southern,Matara,Udith Thushantha,5,"We had dinner at W15 Beachfront Restaurant and really enjoyed the whole experience. The beachside setting was beautiful with a nice breeze and a relaxing vibe. For food, we tried the dumplings, a pizza, and tacos – all were fresh, flavorful, and well presented. The dumplings were soft and tasty, the pizza had the right balance of toppings with a nice crust, and the tacos were full of flavor.

For drinks, we went with two fresh juices – the Mint Refresher (or cooler) which was absolutely superb, and the Mango with Ginger, which had a great kick to it. Both were super refreshing and paired nicely with the food.

Overall, it was a wonderful evening – tasty food, refreshing drinks, and a great atmosphere by the beach. Definitely a spot worth visiting!",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AciIO2fwRkwlaJFAYR0L7ziFXPXbYgBl0Rq7RWz1FtKjHmY4pcFYPcDhlx4Fe85fazZ8BknM-AaKI7KS58nQYyI8yxxy2_r3uBDUlqenlqOF3JMKmPUckeYRe3Q8GqYFYMG-VwlcNpUOd5EKUMSPPdGUG0soc62VBerhRVBIjr6SkSPZS-FyJP2i6wUqRr2utUNaPpTjtR5SDOpp9jei9mdwI7br2-qWPW6pYMb-i-QSOau38ZURauYwX3v-IjBz9C1N6YRDWjQAfzvY-9oMvws1jLlHNDRpHlYu0QkXlPYAZSwS1DMg&key=AIzaSyAd3zhAx9H5rTEZ7jtxkkXiTyN48qgdzGQ,ChIJLTyVp9AV4ToRFS53LQSWvMY
